event_id,account_id,event_type,event_date
E0001170,A00362,Signed Up,2023-07-31
E0001171,A00362,Upgraded Plan,2023-09-23
E0001172,A00362,Enabled Automation,2023-08-05
E0001173,A00363,Signed Up,2023-02-06
E0001174,A00363,Completed Onboarding,2023-02-06
E0001175,A00363,Enabled Automation,2023-03-26
E0001176,A00364,Signed Up,2023-11-07
E0001177,A00364,Completed Onboarding,2023-11-07
E0001178,A00364,Exported Data,2023-12-15
E0001179,A00364,Connected Integration,2023-12-15
E0001180,A00364,Invited Team Member,2023-11-29
E0001181,A00364,Created First Report,2024-01-13
E0001182,A00364,Upgraded Plan,2023-12-26
E0001183,A00365,Signed Up,2024-10-30
E0001184,A00365,Upgraded Plan,2024-12-09
E0001185,A00366,Signed Up,2023-10-04
E0001186,A00366,Completed Onboarding,2023-10-05
E0001187,A00367,Signed Up,2024-05-14
E0001188,A00367,Invited Team Member,2024-07-11
E0001189,A00367,Connected Integration,2024-07-14
E0001190,A00368,Signed Up,2023-08-31
E0001191,A00369,Signed Up,2023-09-05
E0001192,A00369,Exported Data,2023-10-28
E0001193,A00369,Invited Team Member,2023-10-07
E0001194,A00370,Signed Up,2023-07-22
E0001195,A00370,Completed Onboarding,2023-07-22
E0001196,A00370,Invited Team Member,2023-08-12
E0001197,A00370,Connected Integration,2023-08-26
E0001198,A00370,Exported Data,2023-08-30
E0001199,A00371,Signed Up,2023-07-26
E0001200,A00371,Completed Onboarding,2023-07-27
E0001201,A00372,Signed Up,2023-03-11
E0001202,A00372,Completed Onboarding,2023-03-11
E0001203,A00372,Exported Data,2023-04-17
E0001204,A00372,Upgraded Plan,2023-05-11
E0001205,A00372,Connected Integration,2023-03-15
E0001206,A00373,Signed Up,2023-11-10
E0001207,A00373,Completed Onboarding,2023-11-11
E0001208,A00374,Signed Up,2024-11-21
E0001209,A00374,Invited Team Member,2024-12-18
E0001210,A00375,Signed Up,2023-02-11
E0001211,A00375,Completed Onboarding,2023-02-15
E0001212,A00375,Connected Integration,2023-04-24
E0001213,A00376,Signed Up,2024-08-09
E0001214,A00376,Completed Onboarding,2024-08-10
E0001215,A00377,Signed Up,2024-07-11
E0001216,A00377,Completed Onboarding,2024-07-16
E0001217,A00377,Created First Report,2024-07-22
E0001218,A00378,Signed Up,2024-07-10
E0001219,A00379,Signed Up,2023-08-17
E0001220,A00379,Completed Onboarding,2023-08-21
E0001221,A00380,Signed Up,2023-12-03
E0001222,A00380,Completed Onboarding,2023-12-07
E0001223,A00380,Enabled Automation,2024-02-28
E0001224,A00380,Upgraded Plan,2024-02-03
E0001225,A00380,Created First Report,2024-01-10
E0001226,A00381,Signed Up,2024-01-10
E0001227,A00382,Signed Up,2024-12-19
E0001228,A00382,Upgraded Plan,2024-12-29
E0001229,A00382,Created First Report,2024-12-22
E0001230,A00383,Signed Up,2024-06-25
E0001231,A00383,Completed Onboarding,2024-06-25
E0001232,A00383,Invited Team Member,2024-08-14
E0001233,A00383,Enabled Automation,2024-07-18
E0001234,A00384,Signed Up,2023-02-12
E0001235,A00384,Enabled Automation,2023-04-15
E0001236,A00385,Signed Up,2024-12-05
E0001237,A00385,Completed Onboarding,2024-12-07
E0001238,A00386,Signed Up,2023-01-21
E0001239,A00386,Created First Report,2023-03-12
E0001240,A00386,Invited Team Member,2023-03-06
E0001241,A00387,Signed Up,2024-05-25
E0001242,A00387,Exported Data,2024-06-01
E0001243,A00387,Upgraded Plan,2024-06-27
E0001244,A00388,Signed Up,2023-04-09
E0001245,A00388,Exported Data,2023-05-23
E0001246,A00388,Connected Integration,2023-05-30
E0001247,A00389,Signed Up,2024-01-03
E0001248,A00389,Completed Onboarding,2024-01-07
E0001249,A00389,Enabled Automation,2024-01-14
E0001250,A00389,Upgraded Plan,2024-02-05
E0001251,A00389,Exported Data,2024-02-09
E0001252,A00390,Signed Up,2024-03-16
E0001253,A00391,Signed Up,2024-07-23
E0001254,A00391,Invited Team Member,2024-08-21
E0001255,A00391,Enabled Automation,2024-08-05
E0001256,A00392,Signed Up,2023-04-10
E0001257,A00392,Completed Onboarding,2023-04-11
E0001258,A00392,Connected Integration,2023-06-02
E0001259,A00392,Invited Team Member,2023-05-16
E0001260,A00392,Enabled Automation,2023-06-23
E0001261,A00393,Signed Up,2023-10-08
E0001262,A00393,Completed Onboarding,2023-10-08
E0001263,A00393,Upgraded Plan,2023-12-03
E0001264,A00393,Connected Integration,2023-11-26
E0001265,A00393,Created First Report,2023-11-14
E0001266,A00393,Enabled Automation,2023-11-01
E0001267,A00394,Signed Up,2023-03-15
E0001268,A00395,Signed Up,2024-11-03
E0001269,A00395,Completed Onboarding,2024-11-04
E0001270,A00395,Upgraded Plan,2024-11-07
E0001271,A00395,Exported Data,2024-12-08
E0001272,A00396,Signed Up,2024-10-10
E0001273,A00396,Enabled Automation,2024-10-21
E0001274,A00396,Upgraded Plan,2024-12-31
E0001275,A00396,Invited Team Member,2024-12-19
E0001276,A00397,Signed Up,2024-11-29
E0001277,A00398,Signed Up,2024-12-14
E0001278,A00398,Completed Onboarding,2024-12-15
E0001279,A00398,Invited Team Member,2024-12-21
E0001280,A00399,Signed Up,2023-06-28
E0001281,A00399,Exported Data,2023-09-25
E0001282,A00400,Signed Up,2023-09-23
E0001283,A00400,Completed Onboarding,2023-09-27
E0001284,A00400,Enabled Automation,2023-10-28
E0001285,A00401,Signed Up,2024-07-26
E0001286,A00401,Completed Onboarding,2024-07-31
E0001287,A00401,Created First Report,2024-08-14
E0001288,A00401,Connected Integration,2024-09-25
E0001289,A00401,Exported Data,2024-08-31
E0001290,A00401,Invited Team Member,2024-09-30
E0001291,A00401,Upgraded Plan,2024-09-01
E0001292,A00402,Signed Up,2024-11-19
E0001293,A00402,Completed Onboarding,2024-11-21
E0001294,A00402,Exported Data,2024-11-22
E0001295,A00402,Enabled Automation,2024-12-28
E0001296,A00403,Signed Up,2023-03-18
E0001297,A00403,Upgraded Plan,2023-04-27
E0001298,A00403,Invited Team Member,2023-04-04
E0001299,A00404,Signed Up,2024-04-07
E0001300,A00404,Completed Onboarding,2024-04-09
E0001301,A00404,Enabled Automation,2024-06-23
E0001302,A00404,Invited Team Member,2024-05-28
E0001303,A00404,Upgraded Plan,2024-06-13
E0001304,A00405,Signed Up,2024-06-19
E0001305,A00405,Connected Integration,2024-07-22
E0001306,A00406,Signed Up,2023-07-25
E0001307,A00406,Completed Onboarding,2023-07-25
E0001308,A00406,Upgraded Plan,2023-09-03
E0001309,A00406,Enabled Automation,2023-09-30
E0001310,A00406,Exported Data,2023-09-02
E0001311,A00407,Signed Up,2024-03-03
E0001312,A00407,Completed Onboarding,2024-03-04
E0001313,A00407,Enabled Automation,2024-05-07
E0001314,A00407,Upgraded Plan,2024-03-15
E0001315,A00408,Signed Up,2024-01-27
E0001316,A00409,Signed Up,2023-07-12
E0001317,A00409,Completed Onboarding,2023-07-17
E0001318,A00409,Connected Integration,2023-09-17
E0001319,A00409,Invited Team Member,2023-10-04
E0001320,A00410,Signed Up,2024-04-30
E0001321,A00410,Enabled Automation,2024-06-27
E0001322,A00410,Upgraded Plan,2024-07-18
E0001323,A00411,Signed Up,2023-08-19
E0001324,A00411,Completed Onboarding,2023-08-23
E0001325,A00412,Signed Up,2024-03-23
E0001326,A00412,Completed Onboarding,2024-03-25
E0001327,A00412,Connected Integration,2024-03-29
E0001328,A00413,Signed Up,2023-04-27
E0001329,A00413,Completed Onboarding,2023-04-28
E0001330,A00413,Invited Team Member,2023-07-25
E0001331,A00414,Signed Up,2024-01-24
E0001332,A00414,Exported Data,2024-02-28
E0001333,A00414,Upgraded Plan,2024-03-30
E0001334,A00415,Signed Up,2024-07-03
E0001335,A00415,Completed Onboarding,2024-07-06
E0001336,A00415,Connected Integration,2024-07-29
E0001337,A00415,Created First Report,2024-08-25
E0001338,A00416,Signed Up,2024-05-29
E0001339,A00416,Completed Onboarding,2024-05-31
E0001340,A00416,Invited Team Member,2024-07-26
E0001341,A00416,Enabled Automation,2024-06-07
E0001342,A00417,Signed Up,2024-06-15
E0001343,A00418,Signed Up,2023-10-29
E0001344,A00418,Completed Onboarding,2023-11-03
E0001345,A00418,Created First Report,2024-01-07
E0001346,A00418,Exported Data,2023-10-29
E0001347,A00418,Connected Integration,2024-01-23
E0001348,A00419,Signed Up,2024-09-21
E0001349,A00419,Completed Onboarding,2024-09-23
E0001350,A00419,Enabled Automation,2024-11-17
E0001351,A00419,Invited Team Member,2024-11-27
E0001352,A00419,Upgraded Plan,2024-12-19
E0001353,A00420,Signed Up,2023-03-05
E0001354,A00420,Completed Onboarding,2023-03-05
E0001355,A00420,Created First Report,2023-05-28
E0001356,A00420,Connected Integration,2023-04-03
E0001357,A00421,Signed Up,2024-10-29
E0001358,A00421,Completed Onboarding,2024-10-30
E0001359,A00421,Exported Data,2024-11-11
E0001360,A00421,Enabled Automation,2024-11-09
E0001361,A00422,Signed Up,2023-11-28
E0001362,A00422,Completed Onboarding,2023-12-03
E0001363,A00422,Enabled Automation,2024-02-26
E0001364,A00422,Created First Report,2024-01-14
E0001365,A00422,Upgraded Plan,2023-12-15
E0001366,A00423,Signed Up,2023-09-28
E0001367,A00423,Connected Integration,2023-10-22
E0001368,A00423,Created First Report,2023-11-02
E0001369,A00424,Signed Up,2024-06-15
E0001370,A00424,Completed Onboarding,2024-06-16
E0001371,A00425,Signed Up,2024-06-06
E0001372,A00425,Completed Onboarding,2024-06-10
E0001373,A00426,Signed Up,2023-12-03
E0001374,A00426,Exported Data,2024-02-09
E0001375,A00426,Connected Integration,2024-01-27
E0001376,A00427,Signed Up,2024-04-13
E0001377,A00427,Completed Onboarding,2024-04-18
E0001378,A00427,Invited Team Member,2024-06-13
E0001379,A00427,Connected Integration,2024-07-12
E0001380,A00428,Signed Up,2024-06-30
E0001381,A00428,Upgraded Plan,2024-07-23
E0001382,A00429,Signed Up,2023-08-28
E0001383,A00429,Completed Onboarding,2023-08-29
E0001384,A00429,Enabled Automation,2023-11-21
E0001385,A00429,Connected Integration,2023-10-04
E0001386,A00429,Upgraded Plan,2023-10-08
E0001387,A00429,Created First Report,2023-11-14
E0001388,A00429,Exported Data,2023-11-23
E0001389,A00430,Signed Up,2023-06-11
E0001390,A00430,Invited Team Member,2023-07-27
E0001391,A00431,Signed Up,2024-06-30
E0001392,A00431,Completed Onboarding,2024-07-03
E0001393,A00431,Exported Data,2024-09-12
E0001394,A00431,Upgraded Plan,2024-08-14
E0001395,A00431,Created First Report,2024-07-14
E0001396,A00431,Connected Integration,2024-09-03
E0001397,A00431,Invited Team Member,2024-09-23
E0001398,A00431,Enabled Automation,2024-07-18
E0001399,A00432,Signed Up,2024-05-23
E0001400,A00432,Completed Onboarding,2024-05-28
E0001401,A00432,Upgraded Plan,2024-06-28
E0001402,A00433,Signed Up,2024-10-26
E0001403,A00433,Invited Team Member,2024-11-15
E0001404,A00433,Created First Report,2024-11-04
E0001405,A00434,Signed Up,2023-12-26
E0001406,A00434,Completed Onboarding,2023-12-29
E0001407,A00434,Created First Report,2024-03-11
E0001408,A00434,Enabled Automation,2024-03-02
E0001409,A00434,Connected Integration,2024-02-16
E0001410,A00434,Exported Data,2024-03-08
E0001411,A00434,Upgraded Plan,2024-02-14
E0001412,A00435,Signed Up,2023-10-08
E0001413,A00435,Completed Onboarding,2023-10-13
E0001414,A00435,Invited Team Member,2023-10-25
E0001415,A00435,Enabled Automation,2023-11-28
E0001416,A00435,Upgraded Plan,2023-12-24
E0001417,A00435,Created First Report,2023-10-27
E0001418,A00435,Exported Data,2023-11-02
E0001419,A00436,Signed Up,2024-02-23
E0001420,A00436,Completed Onboarding,2024-02-26
E0001421,A00436,Exported Data,2024-04-12
E0001422,A00436,Invited Team Member,2024-04-03
E0001423,A00436,Created First Report,2024-04-01
E0001424,A00436,Connected Integration,2024-05-05
E0001425,A00436,Upgraded Plan,2024-05-06
E0001426,A00437,Signed Up,2023-06-08
E0001427,A00437,Completed Onboarding,2023-06-08
E0001428,A00437,Upgraded Plan,2023-09-05
E0001429,A00437,Created First Report,2023-08-31
E0001430,A00437,Invited Team Member,2023-08-11
E0001431,A00437,Exported Data,2023-07-19
E0001432,A00438,Signed Up,2024-07-04
E0001433,A00438,Invited Team Member,2024-07-27
E0001434,A00439,Signed Up,2024-03-09
E0001435,A00439,Completed Onboarding,2024-03-11
E0001436,A00440,Signed Up,2024-11-16
E0001437,A00440,Completed Onboarding,2024-11-21
E0001438,A00441,Signed Up,2024-12-12
E0001439,A00441,Completed Onboarding,2024-12-16
E0001440,A00441,Exported Data,2024-12-29
E0001441,A00441,Created First Report,2024-12-21
E0001442,A00442,Signed Up,2023-12-06
E0001443,A00442,Completed Onboarding,2023-12-07
E0001444,A00443,Signed Up,2024-06-26
E0001445,A00444,Signed Up,2023-06-09
E0001446,A00444,Connected Integration,2023-08-20
E0001447,A00444,Upgraded Plan,2023-08-14
E0001448,A00445,Signed Up,2023-04-21
E0001449,A00445,Completed Onboarding,2023-04-24
E0001450,A00445,Exported Data,2023-06-09
E0001451,A00446,Signed Up,2024-07-13
E0001452,A00446,Exported Data,2024-08-26
E0001453,A00446,Connected Integration,2024-07-13
E0001454,A00446,Invited Team Member,2024-07-16
E0001455,A00446,Upgraded Plan,2024-09-16
E0001456,A00447,Signed Up,2024-07-14
E0001457,A00447,Completed Onboarding,2024-07-15
E0001458,A00447,Exported Data,2024-09-04
E0001459,A00447,Upgraded Plan,2024-07-18
E0001460,A00447,Invited Team Member,2024-07-23
E0001461,A00447,Connected Integration,2024-08-09
E0001462,A00448,Signed Up,2024-08-16
E0001463,A00448,Exported Data,2024-11-04
E0001464,A00449,Signed Up,2024-03-26
E0001465,A00449,Completed Onboarding,2024-03-30
E0001466,A00450,Signed Up,2023-02-16
E0001467,A00450,Exported Data,2023-04-01
E0001468,A00451,Signed Up,2024-10-06
E0001469,A00451,Invited Team Member,2024-10-25
E0001470,A00452,Signed Up,2024-05-22
E0001471,A00452,Completed Onboarding,2024-05-22
E0001472,A00452,Upgraded Plan,2024-06-25
E0001473,A00453,Signed Up,2023-12-17
E0001474,A00453,Completed Onboarding,2023-12-19
E0001475,A00453,Invited Team Member,2023-12-18
E0001476,A00453,Exported Data,2024-01-29
E0001477,A00454,Signed Up,2023-05-05
E0001478,A00455,Signed Up,2023-10-29
E0001479,A00456,Signed Up,2024-11-21
E0001480,A00456,Upgraded Plan,2024-12-12
E0001481,A00456,Created First Report,2024-12-18
E0001482,A00456,Enabled Automation,2024-12-16
E0001483,A00456,Invited Team Member,2024-12-30
E0001484,A00456,Exported Data,2024-12-16
E0001485,A00457,Signed Up,2024-11-18
E0001486,A00457,Completed Onboarding,2024-11-19
E0001487,A00458,Signed Up,2023-11-04
E0001488,A00458,Completed Onboarding,2023-11-09
E0001489,A00458,Invited Team Member,2023-11-09
E0001490,A00459,Signed Up,2023-04-20
E0001491,A00459,Completed Onboarding,2023-04-20
E0001492,A00459,Created First Report,2023-07-14
E0001493,A00460,Signed Up,2023-02-08
E0001494,A00460,Enabled Automation,2023-03-31
E0001495,A00460,Invited Team Member,2023-03-12
E0001496,A00461,Signed Up,2023-10-25
E0001497,A00461,Completed Onboarding,2023-10-25
E0001498,A00461,Enabled Automation,2023-10-29
E0001499,A00461,Upgraded Plan,2024-01-05
E0001500,A00461,Exported Data,2023-12-18
E0001501,A00461,Invited Team Member,2024-01-09
E0001502,A00461,Created First Report,2023-12-13
E0001503,A00462,Signed Up,2024-10-18
E0001504,A00463,Signed Up,2023-06-22
E0001505,A00463,Enabled Automation,2023-09-09
E0001506,A00463,Exported Data,2023-08-08
E0001507,A00464,Signed Up,2023-04-19
E0001508,A00464,Completed Onboarding,2023-04-24
E0001509,A00465,Signed Up,2024-08-24
E0001510,A00465,Completed Onboarding,2024-08-24
E0001511,A00466,Signed Up,2023-10-25
E0001512,A00466,Upgraded Plan,2023-11-08
E0001513,A00467,Signed Up,2024-10-25
E0001514,A00467,Exported Data,2024-11-07
E0001515,A00468,Signed Up,2024-08-14
E0001516,A00468,Completed Onboarding,2024-08-14
E0001517,A00468,Invited Team Member,2024-10-15
E0001518,A00468,Upgraded Plan,2024-10-16
E0001519,A00469,Signed Up,2023-02-01
E0001520,A00469,Completed Onboarding,2023-02-06
E0001521,A00469,Created First Report,2023-03-24
E0001522,A00470,Signed Up,2024-03-24
E0001523,A00470,Completed Onboarding,2024-03-27
E0001524,A00470,Exported Data,2024-06-10
E0001525,A00471,Signed Up,2024-11-13
E0001526,A00471,Created First Report,2024-12-06
E0001527,A00472,Signed Up,2023-06-05
E0001528,A00472,Exported Data,2023-08-30
E0001529,A00472,Connected Integration,2023-08-07
E0001530,A00472,Enabled Automation,2023-06-16
E0001531,A00473,Signed Up,2024-01-17
E0001532,A00474,Signed Up,2023-09-06
E0001533,A00474,Completed Onboarding,2023-09-07
E0001534,A00475,Signed Up,2024-03-28
E0001535,A00475,Invited Team Member,2024-04-27
E0001536,A00475,Enabled Automation,2024-04-08
E0001537,A00476,Signed Up,2024-02-25
E0001538,A00477,Signed Up,2023-08-13
E0001539,A00477,Completed Onboarding,2023-08-15
E0001540,A00478,Signed Up,2023-04-09
E0001541,A00478,Enabled Automation,2023-06-23
E0001542,A00478,Upgraded Plan,2023-06-11
E0001543,A00479,Signed Up,2023-02-24
E0001544,A00480,Signed Up,2023-08-25
E0001545,A00481,Signed Up,2023-08-12
E0001546,A00481,Completed Onboarding,2023-08-15
E0001547,A00481,Upgraded Plan,2023-09-23
E0001548,A00481,Exported Data,2023-09-29
E0001549,A00481,Invited Team Member,2023-09-15
E0001550,A00482,Signed Up,2024-12-17
E0001551,A00482,Completed Onboarding,2024-12-18
E0001552,A00483,Signed Up,2023-09-21
E0001553,A00484,Signed Up,2023-02-19
E0001554,A00484,Exported Data,2023-04-17
E0001555,A00485,Signed Up,2024-06-22
E0001556,A00485,Completed Onboarding,2024-06-23
E0001557,A00485,Upgraded Plan,2024-08-10
E0001558,A00486,Signed Up,2023-12-02
E0001559,A00487,Signed Up,2024-02-09
E0001560,A00487,Invited Team Member,2024-02-18
E0001561,A00487,Enabled Automation,2024-02-20
E0001562,A00488,Signed Up,2023-03-02
E0001563,A00488,Completed Onboarding,2023-03-03
E0001564,A00488,Invited Team Member,2023-04-04
E0001565,A00489,Signed Up,2023-04-29
E0001566,A00489,Completed Onboarding,2023-04-30
E0001567,A00489,Created First Report,2023-07-21
E0001568,A00489,Enabled Automation,2023-05-28
E0001569,A00490,Signed Up,2024-08-29
E0001570,A00490,Completed Onboarding,2024-08-29
E0001571,A00491,Signed Up,2024-03-08
E0001572,A00491,Created First Report,2024-05-16
E0001573,A00491,Upgraded Plan,2024-04-02
E0001574,A00491,Invited Team Member,2024-03-19
E0001575,A00491,Exported Data,2024-05-17
E0001576,A00491,Enabled Automation,2024-05-09
E0001577,A00491,Connected Integration,2024-04-07
E0001578,A00492,Signed Up,2023-07-22
E0001579,A00492,Completed Onboarding,2023-07-23
E0001580,A00492,Invited Team Member,2023-09-10
E0001581,A00493,Signed Up,2023-10-09
E0001582,A00493,Completed Onboarding,2023-10-12
E0001583,A00493,Upgraded Plan,2023-10-13
E0001584,A00493,Enabled Automation,2023-11-21
E0001585,A00493,Created First Report,2023-10-29
E0001586,A00494,Signed Up,2023-02-20
E0001587,A00494,Completed Onboarding,2023-02-22
E0001588,A00495,Signed Up,2024-02-20
E0001589,A00495,Completed Onboarding,2024-02-22
E0001590,A00495,Exported Data,2024-05-20
E0001591,A00495,Created First Report,2024-03-24
E0001592,A00495,Invited Team Member,2024-03-28
E0001593,A00496,Signed Up,2024-05-26
E0001594,A00496,Upgraded Plan,2024-08-09
E0001595,A00497,Signed Up,2024-09-14
E0001596,A00497,Invited Team Member,2024-10-18
E0001597,A00498,Signed Up,2024-12-01
E0001598,A00498,Completed Onboarding,2024-12-03
E0001599,A00498,Exported Data,2024-12-15
E0001600,A00498,Created First Report,2024-12-23
E0001601,A00499,Signed Up,2023-05-08
E0001602,A00499,Created First Report,2023-05-14
E0001603,A00500,Signed Up,2023-09-28
E0001604,A00500,Completed Onboarding,2023-10-01
E0001605,A00500,Connected Integration,2023-10-09
E0001606,A00501,Signed Up,2023-03-05
E0001607,A00501,Invited Team Member,2023-03-27
E0001608,A00502,Signed Up,2024-02-27
E0001609,A00503,Signed Up,2023-05-29
E0001610,A00503,Completed Onboarding,2023-06-03
E0001611,A00503,Upgraded Plan,2023-07-08
E0001612,A00504,Signed Up,2024-05-24
E0001613,A00504,Completed Onboarding,2024-05-28
E0001614,A00504,Created First Report,2024-08-16
E0001615,A00504,Enabled Automation,2024-06-14
E0001616,A00504,Upgraded Plan,2024-07-17
E0001617,A00504,Invited Team Member,2024-07-05
E0001618,A00505,Signed Up,2023-05-31
E0001619,A00506,Signed Up,2024-01-08
E0001620,A00506,Completed Onboarding,2024-01-09
E0001621,A00507,Signed Up,2023-06-30
E0001622,A00507,Connected Integration,2023-07-10
E0001623,A00508,Signed Up,2023-12-04
E0001624,A00509,Signed Up,2023-09-29
E0001625,A00509,Completed Onboarding,2023-09-30
E0001626,A00509,Invited Team Member,2023-10-12
E0001627,A00509,Connected Integration,2023-11-07
E0001628,A00509,Created First Report,2023-11-19
E0001629,A00509,Upgraded Plan,2023-12-12
E0001630,A00509,Enabled Automation,2023-12-25
E0001631,A00510,Signed Up,2024-06-14
E0001632,A00511,Signed Up,2023-04-19
E0001633,A00511,Completed Onboarding,2023-04-22
E0001634,A00511,Upgraded Plan,2023-04-30
E0001635,A00512,Signed Up,2024-04-27
E0001636,A00512,Completed Onboarding,2024-04-29
E0001637,A00512,Enabled Automation,2024-05-17
E0001638,A00512,Connected Integration,2024-05-12
E0001639,A00513,Signed Up,2024-12-22
E0001640,A00513,Completed Onboarding,2024-12-22
E0001641,A00514,Signed Up,2023-08-17
E0001642,A00514,Created First Report,2023-10-12
E0001643,A00514,Connected Integration,2023-09-20
E0001644,A00515,Signed Up,2023-10-25
E0001645,A00515,Completed Onboarding,2023-10-25
E0001646,A00515,Invited Team Member,2023-11-08
E0001647,A00516,Signed Up,2024-03-14
E0001648,A00516,Connected Integration,2024-05-23
E0001649,A00516,Upgraded Plan,2024-04-23
E0001650,A00517,Signed Up,2023-08-12
E0001651,A00517,Completed Onboarding,2023-08-13
E0001652,A00517,Connected Integration,2023-10-18
E0001653,A00518,Signed Up,2023-01-10
E0001654,A00518,Completed Onboarding,2023-01-12
E0001655,A00518,Upgraded Plan,2023-01-21
E0001656,A00518,Enabled Automation,2023-01-12
E0001657,A00519,Signed Up,2024-06-18
E0001658,A00519,Completed Onboarding,2024-06-23
E0001659,A00520,Signed Up,2023-09-26
E0001660,A00521,Signed Up,2023-06-21
E0001661,A00521,Created First Report,2023-08-13
E0001662,A00521,Upgraded Plan,2023-07-22
E0001663,A00522,Signed Up,2024-12-04
E0001664,A00522,Completed Onboarding,2024-12-08
E0001665,A00523,Signed Up,2024-04-06
E0001666,A00523,Invited Team Member,2024-06-20
E0001667,A00524,Signed Up,2024-03-25
E0001668,A00524,Completed Onboarding,2024-03-30
E0001669,A00525,Signed Up,2023-05-01
E0001670,A00525,Completed Onboarding,2023-05-06
E0001671,A00525,Upgraded Plan,2023-07-23
E0001672,A00526,Signed Up,2023-09-25
E0001673,A00526,Connected Integration,2023-11-28
E0001674,A00526,Created First Report,2023-09-27
E0001675,A00527,Signed Up,2023-07-11
E0001676,A00528,Signed Up,2023-08-06
E0001677,A00528,Completed Onboarding,2023-08-07
E0001678,A00528,Invited Team Member,2023-09-20
E0001679,A00528,Created First Report,2023-08-12
E0001680,A00529,Signed Up,2024-07-30
E0001681,A00529,Completed Onboarding,2024-07-31
E0001682,A00529,Enabled Automation,2024-10-17
E0001683,A00530,Signed Up,2024-10-23
E0001684,A00530,Completed Onboarding,2024-10-28
E0001685,A00530,Created First Report,2024-11-25
E0001686,A00530,Invited Team Member,2024-10-24
E0001687,A00531,Signed Up,2023-06-23
E0001688,A00531,Completed Onboarding,2023-06-23
E0001689,A00531,Exported Data,2023-07-27
E0001690,A00531,Connected Integration,2023-09-21
E0001691,A00531,Enabled Automation,2023-08-22
E0001692,A00531,Created First Report,2023-09-13
E0001693,A00531,Invited Team Member,2023-08-07
E0001694,A00532,Signed Up,2024-07-12
E0001695,A00533,Signed Up,2023-02-22
E0001696,A00533,Completed Onboarding,2023-02-27
E0001697,A00534,Signed Up,2024-06-26
E0001698,A00534,Completed Onboarding,2024-06-26
E0001699,A00535,Signed Up,2024-11-07
E0001700,A00535,Completed Onboarding,2024-11-09
E0001701,A00536,Signed Up,2024-11-11
E0001702,A00537,Signed Up,2023-01-02
E0001703,A00537,Completed Onboarding,2023-01-05
E0001704,A00537,Invited Team Member,2023-03-29
E0001705,A00538,Signed Up,2023-06-24
E0001706,A00538,Completed Onboarding,2023-06-28
E0001707,A00538,Upgraded Plan,2023-08-26
E0001708,A00539,Signed Up,2023-11-24
E0001709,A00539,Completed Onboarding,2023-11-29
E0001710,A00540,Signed Up,2023-12-05
E0001711,A00540,Completed Onboarding,2023-12-09
E0001712,A00541,Signed Up,2024-06-03
E0001713,A00541,Invited Team Member,2024-06-14
E0001714,A00541,Exported Data,2024-08-28
E0001715,A00542,Signed Up,2024-01-07
E0001716,A00542,Completed Onboarding,2024-01-08
E0001717,A00543,Signed Up,2024-01-16
E0001718,A00543,Completed Onboarding,2024-01-17
E0001719,A00543,Invited Team Member,2024-02-26
E0001720,A00543,Exported Data,2024-02-15
E0001721,A00544,Signed Up,2024-04-18
E0001722,A00545,Signed Up,2023-06-03
E0001723,A00545,Connected Integration,2023-06-06
E0001724,A00545,Invited Team Member,2023-06-12
E0001725,A00546,Signed Up,2024-12-19
E0001726,A00546,Connected Integration,2024-12-27
E0001727,A00547,Signed Up,2023-08-14
E0001728,A00547,Completed Onboarding,2023-08-19
E0001729,A00547,Invited Team Member,2023-09-01
E0001730,A00547,Enabled Automation,2023-08-15
E0001731,A00548,Signed Up,2023-07-09
E0001732,A00549,Signed Up,2024-09-17
E0001733,A00549,Invited Team Member,2024-11-06
E0001734,A00550,Signed Up,2023-01-21
E0001735,A00550,Upgraded Plan,2023-02-13
E0001736,A00551,Signed Up,2023-06-07
E0001737,A00551,Completed Onboarding,2023-06-12
E0001738,A00551,Invited Team Member,2023-06-30
E0001739,A00551,Upgraded Plan,2023-06-07
E0001740,A00552,Signed Up,2023-09-26
E0001741,A00552,Completed Onboarding,2023-09-28
E0001742,A00552,Connected Integration,2023-12-16
E0001743,A00552,Invited Team Member,2023-10-21
E0001744,A00553,Signed Up,2023-06-03
E0001745,A00553,Completed Onboarding,2023-06-08
E0001746,A00553,Invited Team Member,2023-07-20
E0001747,A00553,Exported Data,2023-06-07
E0001748,A00554,Signed Up,2023-12-24
E0001749,A00554,Completed Onboarding,2023-12-27
E0001750,A00554,Created First Report,2024-03-17
E0001751,A00554,Invited Team Member,2024-02-21
E0001752,A00555,Signed Up,2024-12-18
E0001753,A00556,Signed Up,2024-11-16
E0001754,A00556,Created First Report,2024-12-14
E0001755,A00557,Signed Up,2024-10-02
E0001756,A00557,Upgraded Plan,2024-11-12
E0001757,A00557,Created First Report,2024-12-24
E0001758,A00558,Signed Up,2024-10-19
E0001759,A00558,Invited Team Member,2024-11-09
E0001760,A00559,Signed Up,2024-05-25
E0001761,A00559,Enabled Automation,2024-08-22
E0001762,A00559,Created First Report,2024-05-31
E0001763,A00560,Signed Up,2023-04-16
E0001764,A00560,Connected Integration,2023-04-20
E0001765,A00560,Enabled Automation,2023-06-08
E0001766,A00560,Upgraded Plan,2023-05-14
E0001767,A00560,Exported Data,2023-06-17
E0001768,A00561,Signed Up,2023-03-20
E0001769,A00561,Completed Onboarding,2023-03-24
E0001770,A00561,Upgraded Plan,2023-06-06
