account_id,signup_date,industry,company_size,source,plan,mrr,trial_end_date,conversion_date,churned,churn_date
A00311,2024-11-09,Logistics,11-50,Product Hunt,Free,0,2024-11-23,,No,
A00312,2024-04-26,Healthcare,500+,Partner,Enterprise,499,2024-05-10,2024-05-14,Yes,2024-07-08
A00313,2023-08-07,Real Estate,201-500,Partner,Free,0,2023-08-21,,No,
A00314,2024-08-11,Marketing Agency,500+,Partner,Enterprise,1499,2024-08-25,2024-08-31,Yes,2024-11-16
A00315,2024-12-24,Real Estate,201-500,Organic Search,Growth,199,2025-01-07,2025-01-07,No,
A00316,2024-01-17,Logistics,201-500,LinkedIn,Growth,149,2024-01-31,2024-02-07,No,
A00317,2024-12-04,Marketing Agency,11-50,Product Hunt,Free,0,2024-12-18,,No,
A00318,2023-07-10,Fintech,1-10,Direct,Growth,199,2023-07-24,2023-07-29,No,
A00319,2023-11-16,Education,51-200,Organic Search,Enterprise,999,2023-11-30,2023-12-02,No,
A00320,2023-09-24,Real Estate,1-10,Product Hunt,Free,0,2023-10-08,,No,
A00321,2023-11-03,E-commerce,201-500,Paid Ads,Free,0,2023-11-17,,No,
A00322,2024-12-16,Marketing Agency,1-10,Direct,Free,0,2024-12-30,,No,
A00323,2023-04-23,Real Estate,1-10,Paid Ads,Starter,29,2023-05-07,2023-05-11,Yes,2023-11-17
A00324,2023-11-19,Fintech,500+,Partner,Free,0,2023-12-03,,No,
A00325,2023-08-11,SaaS,11-50,Referral,Growth,199,2023-08-25,2023-08-25,No,
A00326,2023-02-22,Fintech,500+,Partner,Enterprise,799,2023-03-08,2023-03-08,Yes,2023-04-21
A00327,2024-07-02,Logistics,51-200,Organic Search,Starter,29,2024-07-16,2024-07-17,No,
A00328,2024-05-12,Marketing Agency,11-50,Paid Ads,Free,0,2024-05-26,,No,
A00329,2024-07-12,Healthcare,51-200,Organic Search,Free,0,2024-07-26,,No,
A00330,2024-12-20,Real Estate,201-500,Partner,Free,0,2025-01-03,,No,
A00331,2023-01-28,Marketing Agency,1-10,Direct,Free,0,2023-02-11,,No,
A00332,2023-07-21,Logistics,201-500,Referral,Free,0,2023-08-04,,No,
A00333,2023-07-12,Marketing Agency,1-10,Organic Search,Growth,249,2023-07-26,2023-07-28,No,
A00334,2024-01-11,E-commerce,51-200,Partner,Starter,49,2024-01-25,2024-01-28,Yes,2024-12-31
A00335,2024-07-17,Logistics,11-50,Organic Search,Free,0,2024-07-31,,No,
A00336,2024-05-02,Marketing Agency,500+,Referral,Enterprise,1499,2024-05-16,2024-05-22,No,
A00337,2024-11-24,Healthcare,51-200,Partner,Free,0,2024-12-08,,No,
A00338,2023-08-18,Logistics,500+,Referral,Growth,149,2023-09-01,2023-09-08,No,
A00339,2024-04-25,Healthcare,201-500,Paid Ads,Free,0,2024-05-09,,No,
A00340,2024-06-06,Marketing Agency,51-200,Partner,Free,0,2024-06-20,,No,
A00341,2024-03-23,Fintech,51-200,Referral,Starter,79,2024-04-06,2024-04-12,No,
A00342,2024-12-07,SaaS,201-500,Paid Ads,Free,0,2024-12-21,,No,
A00343,2024-07-24,SaaS,51-200,Product Hunt,Free,0,2024-08-07,,No,
A00344,2024-02-25,Real Estate,201-500,LinkedIn,Free,0,2024-03-10,,No,
A00345,2024-10-05,Fintech,1-10,Product Hunt,Free,0,2024-10-19,,No,
A00346,2024-08-30,Marketing Agency,11-50,LinkedIn,Free,0,2024-09-13,,No,
A00347,2023-12-23,Healthcare,1-10,Paid Ads,Free,0,2024-01-06,,No,
A00348,2024-02-26,Marketing Agency,500+,Paid Ads,Free,0,2024-03-11,,No,
A00349,2024-03-29,Fintech,500+,LinkedIn,Free,0,2024-04-12,,No,
A00350,2023-03-17,Marketing Agency,201-500,Product Hunt,Free,0,2023-03-31,,No,
A00351,2023-01-02,Healthcare,51-200,Product Hunt,Growth,249,2023-01-16,2023-01-16,Yes,2023-10-26
A00352,2024-08-29,SaaS,11-50,Referral,Free,0,2024-09-12,,No,
A00353,2023-07-07,SaaS,11-50,LinkedIn,Free,0,2023-07-21,,No,
A00354,2023-03-30,Real Estate,1-10,Paid Ads,Starter,49,2023-04-13,2023-04-17,No,
A00355,2024-06-14,Logistics,500+,LinkedIn,Free,0,2024-06-28,,No,
A00356,2024-03-11,Fintech,1-10,Paid Ads,Free,0,2024-03-25,,No,
A00357,2024-06-26,Healthcare,1-10,LinkedIn,Free,0,2024-07-10,,No,
A00358,2023-08-28,Real Estate,51-200,Referral,Free,0,2023-09-11,,No,
A00359,2024-12-26,Healthcare,51-200,Paid Ads,Free,0,2025-01-09,,No,
A00360,2024-06-24,Marketing Agency,201-500,Product Hunt,Growth,299,2024-07-08,2024-07-09,No,
A00361,2024-10-04,Logistics,11-50,Direct,Free,0,2024-10-18,,No,
A00362,2023-07-31,Education,201-500,Product Hunt,Free,0,2023-08-14,,No,
A00363,2023-02-06,Real Estate,11-50,LinkedIn,Starter,49,2023-02-20,2023-02-21,Yes,2024-02-11
A00364,2023-11-07,Marketing Agency,500+,Direct,Growth,299,2023-11-21,2023-11-26,No,
A00365,2024-10-30,Fintech,11-50,Product Hunt,Free,0,2024-11-13,,No,
A00366,2023-10-04,SaaS,201-500,LinkedIn,Free,0,2023-10-18,,No,
A00367,2024-05-14,SaaS,500+,Direct,Free,0,2024-05-28,,No,
A00368,2023-08-31,Education,51-200,Product Hunt,Free,0,2023-09-14,,No,
A00369,2023-09-05,E-commerce,201-500,LinkedIn,Free,0,2023-09-19,,No,
A00370,2023-07-22,Healthcare,1-10,Partner,Starter,29,2023-08-05,2023-08-05,No,
A00371,2023-07-26,Real Estate,500+,Product Hunt,Free,0,2023-08-09,,No,
A00372,2023-03-11,SaaS,1-10,Organic Search,Growth,249,2023-03-25,2023-03-29,No,
A00373,2023-11-10,Logistics,51-200,Partner,Free,0,2023-11-24,,No,
A00374,2024-11-21,Real Estate,201-500,LinkedIn,Free,0,2024-12-05,,No,
A00375,2023-02-11,Education,1-10,Organic Search,Free,0,2023-02-25,,No,
A00376,2024-08-09,Real Estate,1-10,Partner,Free,0,2024-08-23,,No,
A00377,2024-07-11,Healthcare,11-50,LinkedIn,Free,0,2024-07-25,,No,
A00378,2024-07-10,SaaS,500+,Direct,Free,0,2024-07-24,,No,
A00379,2023-08-17,SaaS,201-500,Direct,Free,0,2023-08-31,,No,
A00380,2023-12-03,Real Estate,51-200,Referral,Growth,199,2023-12-17,2023-12-17,No,
A00381,2024-01-10,Logistics,500+,Organic Search,Free,0,2024-01-24,,No,
A00382,2024-12-19,Education,500+,Direct,Free,0,2025-01-02,,No,
A00383,2024-06-25,Healthcare,500+,Direct,Free,0,2024-07-09,,No,
A00384,2023-02-12,Fintech,51-200,Product Hunt,Free,0,2023-02-26,,No,
A00385,2024-12-05,Fintech,11-50,Direct,Free,0,2024-12-19,,No,
A00386,2023-01-21,SaaS,1-10,Product Hunt,Free,0,2023-02-04,,No,
A00387,2024-05-25,Healthcare,1-10,Direct,Free,0,2024-06-08,,No,
A00388,2023-04-09,Logistics,1-10,Direct,Free,0,2023-04-23,,No,
A00389,2024-01-03,Healthcare,51-200,Paid Ads,Enterprise,999,2024-01-17,2024-01-22,No,
A00390,2024-03-16,Fintech,500+,Paid Ads,Free,0,2024-03-30,,No,
A00391,2024-07-23,Healthcare,1-10,Partner,Free,0,2024-08-06,,No,
A00392,2023-04-10,Education,51-200,Organic Search,Starter,49,2023-04-24,2023-04-24,Yes,2024-01-14
A00393,2023-10-08,Fintech,201-500,Organic Search,Enterprise,1499,2023-10-22,2023-10-22,No,
A00394,2023-03-15,E-commerce,51-200,Organic Search,Free,0,2023-03-29,,No,
A00395,2024-11-03,Logistics,500+,Organic Search,Growth,149,2024-11-17,2024-11-18,No,
A00396,2024-10-10,Fintech,500+,Direct,Growth,299,2024-10-24,2024-10-31,Yes,2024-12-12
A00397,2024-11-29,SaaS,11-50,Product Hunt,Free,0,2024-12-13,,No,
A00398,2024-12-14,E-commerce,1-10,Partner,Free,0,2024-12-28,,No,
A00399,2023-06-28,Healthcare,51-200,LinkedIn,Free,0,2023-07-12,,No,
A00400,2023-09-23,Fintech,201-500,LinkedIn,Free,0,2023-10-07,,No,
A00401,2024-07-26,Education,11-50,Partner,Enterprise,1499,2024-08-09,2024-08-12,No,
A00402,2024-11-19,E-commerce,201-500,Partner,Free,0,2024-12-03,,No,
A00403,2023-03-18,Fintech,500+,Direct,Free,0,2023-04-01,,No,
A00404,2024-04-07,SaaS,500+,Partner,Growth,199,2024-04-21,2024-04-21,No,
A00405,2024-06-19,Fintech,201-500,LinkedIn,Free,0,2024-07-03,,No,
A00406,2023-07-25,Education,11-50,Product Hunt,Starter,49,2023-08-08,2023-08-08,No,
A00407,2024-03-03,Marketing Agency,500+,Partner,Free,0,2024-03-17,,No,
A00408,2024-01-27,Fintech,201-500,Organic Search,Free,0,2024-02-10,,No,
A00409,2023-07-12,Real Estate,51-200,Organic Search,Free,0,2023-07-26,,No,
A00410,2024-04-30,Real Estate,1-10,Paid Ads,Free,0,2024-05-14,,No,
A00411,2023-08-19,Fintech,51-200,Paid Ads,Free,0,2023-09-02,,No,
A00412,2024-03-23,Healthcare,500+,Product Hunt,Starter,49,2024-04-06,2024-04-09,No,
A00413,2023-04-27,Fintech,1-10,Direct,Free,0,2023-05-11,,No,
A00414,2024-01-24,E-commerce,201-500,LinkedIn,Free,0,2024-02-07,,No,
A00415,2024-07-03,Marketing Agency,500+,Organic Search,Starter,79,2024-07-17,2024-07-21,Yes,2024-11-08
A00416,2024-05-29,Marketing Agency,1-10,Direct,Free,0,2024-06-12,,No,
A00417,2024-06-15,Marketing Agency,201-500,Direct,Free,0,2024-06-29,,No,
A00418,2023-10-29,Logistics,1-10,Referral,Enterprise,799,2023-11-12,2023-11-15,No,
A00419,2024-09-21,Marketing Agency,500+,Partner,Starter,29,2024-10-05,2024-10-11,No,
A00420,2023-03-05,Logistics,500+,LinkedIn,Starter,49,2023-03-19,2023-03-24,No,
A00421,2024-10-29,E-commerce,201-500,Product Hunt,Growth,199,2024-11-12,2024-11-15,No,
A00422,2023-11-28,SaaS,11-50,Referral,Growth,199,2023-12-12,2023-12-16,No,
A00423,2023-09-28,Fintech,201-500,LinkedIn,Free,0,2023-10-12,,No,
A00424,2024-06-15,Healthcare,11-50,Partner,Free,0,2024-06-29,,No,
A00425,2024-06-06,Real Estate,51-200,LinkedIn,Free,0,2024-06-20,,No,
A00426,2023-12-03,Real Estate,1-10,LinkedIn,Free,0,2023-12-17,,No,
A00427,2024-04-13,E-commerce,1-10,Product Hunt,Free,0,2024-04-27,,No,
A00428,2024-06-30,Real Estate,1-10,Organic Search,Free,0,2024-07-14,,No,
A00429,2023-08-28,Education,201-500,Direct,Growth,249,2023-09-11,2023-09-12,Yes,2024-01-01
A00430,2023-06-11,Marketing Agency,11-50,Referral,Free,0,2023-06-25,,No,
A00431,2024-06-30,Marketing Agency,51-200,Referral,Enterprise,999,2024-07-14,2024-07-19,Yes,2024-12-10
A00432,2024-05-23,Logistics,201-500,Partner,Free,0,2024-06-06,,No,
A00433,2024-10-26,Logistics,1-10,Paid Ads,Free,0,2024-11-09,,No,
A00434,2023-12-26,Logistics,201-500,Organic Search,Growth,249,2024-01-09,2024-01-13,No,
A00435,2023-10-08,SaaS,51-200,Paid Ads,Enterprise,499,2023-10-22,2023-10-25,No,
A00436,2024-02-23,Logistics,201-500,Partner,Growth,299,2024-03-08,2024-03-10,No,
A00437,2023-06-08,Logistics,1-10,Direct,Growth,199,2023-06-22,2023-06-23,No,
A00438,2024-07-04,Education,500+,Partner,Free,0,2024-07-18,,No,
A00439,2024-03-09,E-commerce,1-10,LinkedIn,Free,0,2024-03-23,,No,
A00440,2024-11-16,Healthcare,500+,Referral,Free,0,2024-11-30,,No,
A00441,2024-12-12,Healthcare,201-500,Product Hunt,Free,0,2024-12-26,,No,
A00442,2023-12-06,SaaS,51-200,Product Hunt,Free,0,2023-12-20,,No,
A00443,2024-06-26,Logistics,1-10,Organic Search,Free,0,2024-07-10,,No,
A00444,2023-06-09,Education,201-500,LinkedIn,Free,0,2023-06-23,,No,
A00445,2023-04-21,Marketing Agency,1-10,Direct,Free,0,2023-05-05,,No,
A00446,2024-07-13,Education,11-50,Organic Search,Enterprise,1499,2024-07-27,2024-08-02,No,
A00447,2024-07-14,SaaS,500+,Product Hunt,Enterprise,799,2024-07-28,2024-08-04,No,
A00448,2024-08-16,Real Estate,1-10,Direct,Free,0,2024-08-30,,No,
A00449,2024-03-26,Marketing Agency,11-50,Organic Search,Free,0,2024-04-09,,No,
A00450,2023-02-16,Fintech,500+,Product Hunt,Free,0,2023-03-02,,No,
A00451,2024-10-06,Marketing Agency,500+,Paid Ads,Free,0,2024-10-20,,No,
A00452,2024-05-22,Education,500+,Direct,Starter,29,2024-06-05,2024-06-06,Yes,2024-07-06
A00453,2023-12-17,Fintech,201-500,LinkedIn,Free,0,2023-12-31,,No,
A00454,2023-05-05,Fintech,500+,Organic Search,Free,0,2023-05-19,,No,
A00455,2023-10-29,Fintech,11-50,Referral,Free,0,2023-11-12,,No,
A00456,2024-11-21,Real Estate,51-200,LinkedIn,Growth,149,2024-12-05,2024-12-09,No,
A00457,2024-11-18,Real Estate,11-50,Partner,Free,0,2024-12-02,,No,
A00458,2023-11-04,E-commerce,51-200,Organic Search,Free,0,2023-11-18,,No,
A00459,2023-04-20,Fintech,51-200,Referral,Starter,79,2023-05-04,2023-05-04,No,
A00460,2023-02-08,E-commerce,500+,Partner,Free,0,2023-02-22,,No,
A00461,2023-10-25,Healthcare,51-200,Direct,Enterprise,999,2023-11-08,2023-11-09,Yes,2024-10-22
A00462,2024-10-18,Marketing Agency,500+,LinkedIn,Free,0,2024-11-01,,No,
A00463,2023-06-22,Real Estate,500+,Direct,Free,0,2023-07-06,,No,
A00464,2023-04-19,Healthcare,500+,LinkedIn,Free,0,2023-05-03,,No,
A00465,2024-08-24,Logistics,500+,Paid Ads,Free,0,2024-09-07,,No,
A00466,2023-10-25,Logistics,51-200,Direct,Free,0,2023-11-08,,No,
A00467,2024-10-25,SaaS,11-50,Direct,Free,0,2024-11-08,,No,
A00468,2024-08-14,SaaS,51-200,Referral,Growth,149,2024-08-28,2024-08-30,No,
A00469,2023-02-01,Logistics,1-10,Referral,Free,0,2023-02-15,,No,
A00470,2024-03-24,Marketing Agency,51-200,Organic Search,Free,0,2024-04-07,,No,
A00471,2024-11-13,Marketing Agency,201-500,Direct,Free,0,2024-11-27,,No,
A00472,2023-06-05,SaaS,201-500,Direct,Starter,79,2023-06-19,2023-06-26,Yes,2024-05-12
A00473,2024-01-17,SaaS,1-10,Direct,Free,0,2024-01-31,,No,
A00474,2023-09-06,Marketing Agency,1-10,Paid Ads,Free,0,2023-09-20,,No,
A00475,2024-03-28,Education,11-50,Direct,Free,0,2024-04-11,,No,
A00476,2024-02-25,Marketing Agency,51-200,Direct,Free,0,2024-03-10,,No,
A00477,2023-08-13,Healthcare,201-500,LinkedIn,Free,0,2023-08-27,,No,
A00478,2023-04-09,Logistics,201-500,Paid Ads,Free,0,2023-04-23,,No,
A00479,2023-02-24,Education,11-50,Referral,Free,0,2023-03-10,,No,
A00480,2023-08-25,Logistics,500+,Partner,Free,0,2023-09-08,,No,
A00481,2023-08-12,E-commerce,1-10,Product Hunt,Growth,299,2023-08-26,2023-09-01,No,
A00482,2024-12-17,Marketing Agency,201-500,Product Hunt,Free,0,2024-12-31,,No,
A00483,2023-09-21,Logistics,1-10,Product Hunt,Free,0,2023-10-05,,No,
A00484,2023-02-19,E-commerce,201-500,Product Hunt,Free,0,2023-03-05,,No,
A00485,2024-06-22,E-commerce,500+,Referral,Free,0,2024-07-06,,No,
A00486,2023-12-02,E-commerce,11-50,LinkedIn,Free,0,2023-12-16,,No,
A00487,2024-02-09,Education,11-50,Paid Ads,Free,0,2024-02-23,,No,
A00488,2023-03-02,Healthcare,51-200,Partner,Free,0,2023-03-16,,No,
A00489,2023-04-29,Marketing Agency,201-500,Paid Ads,Free,0,2023-05-13,,No,
A00490,2024-08-29,Education,1-10,LinkedIn,Free,0,2024-09-12,,No,
A00491,2024-03-08,SaaS,500+,Direct,Enterprise,999,2024-03-22,2024-03-22,No,
A00492,2023-07-22,Education,1-10,Paid Ads,Starter,29,2023-08-05,2023-08-06,No,
A00493,2023-10-09,Education,11-50,Partner,Starter,49,2023-10-23,2023-10-23,No,
A00494,2023-02-20,Real Estate,1-10,Referral,Free,0,2023-03-06,,No,
A00495,2024-02-20,Education,51-200,Referral,Growth,299,2024-03-05,2024-03-09,No,
A00496,2024-05-26,SaaS,1-10,Partner,Free,0,2024-06-09,,No,
A00497,2024-09-14,Real Estate,11-50,Paid Ads,Free,0,2024-09-28,,No,
A00498,2024-12-01,Marketing Agency,500+,Partner,Free,0,2024-12-15,,No,
A00499,2023-05-08,Healthcare,500+,Paid Ads,Free,0,2023-05-22,,No,
A00500,2023-09-28,Real Estate,201-500,Product Hunt,Free,0,2023-10-12,,No,
A00501,2023-03-05,Fintech,201-500,LinkedIn,Free,0,2023-03-19,,No,
A00502,2024-02-27,Healthcare,201-500,Paid Ads,Free,0,2024-03-12,,No,
A00503,2023-05-29,Education,1-10,Product Hunt,Free,0,2023-06-12,,No,
A00504,2024-05-24,SaaS,500+,Referral,Enterprise,799,2024-06-07,2024-06-08,No,
A00505,2023-05-31,Fintech,11-50,Partner,Free,0,2023-06-14,,No,
A00506,2024-01-08,Education,51-200,Paid Ads,Free,0,2024-01-22,,No,
A00507,2023-06-30,Education,201-500,LinkedIn,Free,0,2023-07-14,,No,
A00508,2023-12-04,Healthcare,500+,Direct,Free,0,2023-12-18,,No,
A00509,2023-09-29,E-commerce,500+,Organic Search,Enterprise,999,2023-10-13,2023-10-13,No,
A00510,2024-06-14,Education,51-200,Direct,Free,0,2024-06-28,,No,
A00511,2023-04-19,Healthcare,1-10,Referral,Starter,49,2023-05-03,2023-05-07,No,
A00512,2024-04-27,Education,51-200,Paid Ads,Free,0,2024-05-11,,No,
A00513,2024-12-22,Marketing Agency,51-200,Referral,Free,0,2025-01-05,,No,
A00514,2023-08-17,Logistics,51-200,Direct,Free,0,2023-08-31,,No,
A00515,2023-10-25,Education,1-10,Referral,Free,0,2023-11-08,,No,
A00516,2024-03-14,Marketing Agency,201-500,Organic Search,Free,0,2024-03-28,,No,
A00517,2023-08-12,Education,51-200,Product Hunt,Starter,49,2023-08-26,2023-08-29,No,
A00518,2023-01-10,Marketing Agency,201-500,LinkedIn,Free,0,2023-01-24,,No,
A00519,2024-06-18,Fintech,500+,Product Hunt,Free,0,2024-07-02,,No,
A00520,2023-09-26,Fintech,11-50,Product Hunt,Free,0,2023-10-10,,No,
A00521,2023-06-21,E-commerce,1-10,Direct,Free,0,2023-07-05,,No,
A00522,2024-12-04,E-commerce,1-10,Organic Search,Free,0,2024-12-18,,No,
A00523,2024-04-06,Real Estate,500+,LinkedIn,Free,0,2024-04-20,,No,
A00524,2024-03-25,Real Estate,11-50,Direct,Free,0,2024-04-08,,No,
A00525,2023-05-01,SaaS,1-10,Product Hunt,Free,0,2023-05-15,,No,
A00526,2023-09-25,Real Estate,500+,Direct,Free,0,2023-10-09,,No,
A00527,2023-07-11,Logistics,1-10,Product Hunt,Free,0,2023-07-25,,No,
A00528,2023-08-06,Marketing Agency,51-200,Organic Search,Growth,199,2023-08-20,2023-08-26,No,
A00529,2024-07-30,Real Estate,1-10,LinkedIn,Free,0,2024-08-13,,No,
A00530,2024-10-23,Healthcare,1-10,Partner,Starter,49,2024-11-06,2024-11-10,No,
A00531,2023-06-23,Fintech,51-200,Partner,Enterprise,799,2023-07-07,2023-07-07,No,
A00532,2024-07-12,Education,201-500,Referral,Free,0,2024-07-26,,No,
A00533,2023-02-22,Fintech,1-10,LinkedIn,Free,0,2023-03-08,,No,
A00534,2024-06-26,E-commerce,1-10,Direct,Free,0,2024-07-10,,No,
A00535,2024-11-07,Healthcare,500+,Partner,Free,0,2024-11-21,,No,
A00536,2024-11-11,Healthcare,11-50,Direct,Free,0,2024-11-25,,No,
A00537,2023-01-02,Marketing Agency,51-200,LinkedIn,Free,0,2023-01-16,,No,
A00538,2023-06-24,Logistics,201-500,Partner,Free,0,2023-07-08,,No,
A00539,2023-11-24,E-commerce,11-50,Paid Ads,Free,0,2023-12-08,,No,
A00540,2023-12-05,Marketing Agency,500+,Organic Search,Free,0,2023-12-19,,No,
A00541,2024-06-03,Real Estate,11-50,Direct,Free,0,2024-06-17,,No,
A00542,2024-01-07,Healthcare,51-200,Referral,Free,0,2024-01-21,,No,
A00543,2024-01-16,Fintech,500+,Organic Search,Free,0,2024-01-30,,No,
A00544,2024-04-18,Real Estate,201-500,Product Hunt,Free,0,2024-05-02,,No,
A00545,2023-06-03,Fintech,201-500,Direct,Free,0,2023-06-17,,No,
A00546,2024-12-19,E-commerce,11-50,Product Hunt,Free,0,2025-01-02,,No,
A00547,2023-08-14,Logistics,500+,LinkedIn,Free,0,2023-08-28,,No,
A00548,2023-07-09,Real Estate,1-10,LinkedIn,Free,0,2023-07-23,,No,
A00549,2024-09-17,Fintech,201-500,Partner,Free,0,2024-10-01,,No,
A00550,2023-01-21,Logistics,500+,Paid Ads,Free,0,2023-02-04,,No,
A00551,2023-06-07,Fintech,500+,Paid Ads,Free,0,2023-06-21,,No,
A00552,2023-09-26,E-commerce,11-50,Direct,Free,0,2023-10-10,,No,
A00553,2023-06-03,Real Estate,500+,Direct,Free,0,2023-06-17,,No,
A00554,2023-12-24,Fintech,51-200,Partner,Free,0,2024-01-07,,No,
A00555,2024-12-18,E-commerce,1-10,Product Hunt,Free,0,2025-01-01,,No,
A00556,2024-11-16,E-commerce,51-200,Product Hunt,Free,0,2024-11-30,,No,
A00557,2024-10-02,Education,11-50,Direct,Free,0,2024-10-16,,No,
A00558,2024-10-19,Real Estate,500+,LinkedIn,Starter,49,2024-11-02,2024-11-08,No,
A00559,2024-05-25,Healthcare,1-10,Direct,Starter,29,2024-06-08,2024-06-08,No,
A00560,2023-04-16,E-commerce,201-500,Referral,Growth,299,2023-04-30,2023-05-01,Yes,2023-07-20
A00561,2023-03-20,SaaS,500+,Organic Search,Enterprise,999,2023-04-03,2023-04-08,No,
A00562,2024-01-06,Education,51-200,Paid Ads,Free,0,2024-01-20,,No,
A00563,2024-08-05,Logistics,51-200,Paid Ads,Free,0,2024-08-19,,No,
A00564,2023-02-08,Fintech,11-50,Organic Search,Starter,79,2023-02-22,2023-02-27,No,
A00565,2024-12-15,Healthcare,51-200,Product Hunt,Free,0,2024-12-29,,No,
A00566,2023-02-15,Fintech,51-200,Product Hunt,Free,0,2023-03-01,,No,
A00567,2023-09-28,Real Estate,1-10,Product Hunt,Free,0,2023-10-12,,No,
A00568,2023-09-20,SaaS,500+,Product Hunt,Free,0,2023-10-04,,No,
A00569,2024-07-06,Education,500+,Organic Search,Free,0,2024-07-20,,No,
A00570,2023-01-20,Real Estate,1-10,Organic Search,Free,0,2023-02-03,,No,
A00571,2023-11-15,Logistics,11-50,Product Hunt,Free,0,2023-11-29,,No,
A00572,2024-10-27,Real Estate,11-50,Organic Search,Free,0,2024-11-10,,No,
A00573,2024-11-18,SaaS,51-200,LinkedIn,Enterprise,799,2024-12-02,2024-12-04,No,
A00574,2024-02-05,Real Estate,500+,Direct,Free,0,2024-02-19,,No,
A00575,2023-09-04,Marketing Agency,1-10,Organic Search,Free,0,2023-09-18,,No,
A00576,2023-01-23,Healthcare,1-10,Direct,Free,0,2023-02-06,,No,
A00577,2023-10-25,Marketing Agency,51-200,Product Hunt,Free,0,2023-11-08,,No,
A00578,2023-10-22,Real Estate,11-50,Product Hunt,Starter,29,2023-11-05,2023-11-07,No,
A00579,2023-11-29,Marketing Agency,201-500,Organic Search,Free,0,2023-12-13,,No,
A00580,2024-02-09,Real Estate,51-200,Paid Ads,Starter,49,2024-02-23,2024-02-25,No,
A00581,2024-09-04,SaaS,201-500,Paid Ads,Enterprise,799,2024-09-18,2024-09-18,No,
A00582,2024-11-28,Healthcare,11-50,Referral,Free,0,2024-12-12,,No,
A00583,2024-10-13,Marketing Agency,11-50,Product Hunt,Free,0,2024-10-27,,No,
A00584,2024-12-09,SaaS,201-500,Paid Ads,Free,0,2024-12-23,,No,
A00585,2024-06-16,Marketing Agency,51-200,Partner,Free,0,2024-06-30,,No,
A00586,2023-08-12,Marketing Agency,51-200,Paid Ads,Starter,49,2023-08-26,2023-08-29,No,
A00587,2023-11-02,Fintech,201-500,Product Hunt,Free,0,2023-11-16,,No,
A00588,2024-12-04,Fintech,201-500,Product Hunt,Free,0,2024-12-18,,No,
A00589,2024-05-02,E-commerce,11-50,Direct,Free,0,2024-05-16,,No,
A00590,2023-05-24,Fintech,51-200,Paid Ads,Free,0,2023-06-07,,No,
A00591,2023-02-12,SaaS,11-50,Direct,Free,0,2023-02-26,,No,
A00592,2023-10-20,Fintech,201-500,Organic Search,Free,0,2023-11-03,,No,
A00593,2024-05-03,SaaS,11-50,Product Hunt,Free,0,2024-05-17,,No,
A00594,2023-08-07,Logistics,11-50,Referral,Starter,49,2023-08-21,2023-08-28,No,
A00595,2024-01-06,Logistics,51-200,Referral,Free,0,2024-01-20,,No,
A00596,2023-09-19,Fintech,201-500,LinkedIn,Free,0,2023-10-03,,No,
A00597,2023-05-07,Logistics,51-200,Organic Search,Free,0,2023-05-21,,No,
A00598,2023-02-13,E-commerce,11-50,Product Hunt,Free,0,2023-02-27,,No,
A00599,2024-11-22,Real Estate,1-10,Paid Ads,Free,0,2024-12-06,,No,
A00600,2024-01-05,Healthcare,11-50,Product Hunt,Free,0,2024-01-19,,No,
A00601,2023-09-06,E-commerce,51-200,Organic Search,Growth,249,2023-09-20,2023-09-21,Yes,2024-09-08
A00602,2023-06-27,Marketing Agency,51-200,Partner,Growth,149,2023-07-11,2023-07-15,No,
A00603,2023-04-09,Marketing Agency,500+,Direct,Free,0,2023-04-23,,No,
A00604,2023-12-01,Fintech,201-500,Product Hunt,Free,0,2023-12-15,,No,
A00605,2023-03-03,Education,201-500,Product Hunt,Free,0,2023-03-17,,No,
A00606,2024-07-07,Real Estate,51-200,Product Hunt,Free,0,2024-07-21,,No,
A00607,2024-01-08,Healthcare,51-200,Direct,Free,0,2024-01-22,,No,
A00608,2024-01-25,Real Estate,11-50,Paid Ads,Free,0,2024-02-08,,No,
A00609,2023-05-10,Education,500+,Paid Ads,Free,0,2023-05-24,,No,
A00610,2023-06-15,Marketing Agency,1-10,Organic Search,Free,0,2023-06-29,,No,
A00611,2024-11-23,Healthcare,1-10,Referral,Free,0,2024-12-07,,No,
A00612,2024-04-07,Fintech,1-10,Partner,Growth,199,2024-04-21,2024-04-23,No,
A00613,2023-05-07,Marketing Agency,1-10,Product Hunt,Free,0,2023-05-21,,No,
A00614,2024-05-14,SaaS,51-200,LinkedIn,Growth,149,2024-05-28,2024-06-02,Yes,2024-09-15
A00615,2023-07-15,Logistics,201-500,Referral,Free,0,2023-07-29,,No,
A00616,2024-07-26,Real Estate,1-10,LinkedIn,Free,0,2024-08-09,,No,
A00617,2024-08-25,Real Estate,201-500,Paid Ads,Free,0,2024-09-08,,No,
A00618,2023-08-12,Fintech,51-200,Partner,Enterprise,999,2023-08-26,2023-08-30,Yes,2024-07-26
A00619,2024-01-26,Fintech,201-500,Partner,Growth,249,2024-02-09,2024-02-09,No,
A00620,2023-12-21,Healthcare,11-50,Product Hunt,Free,0,2024-01-04,,No,
A00621,2023-05-12,Logistics,1-10,Direct,Free,0,2023-05-26,,No,
A00622,2024-07-12,E-commerce,51-200,Paid Ads,Starter,49,2024-07-26,2024-07-28,Yes,2024-10-02
A00623,2023-05-15,Healthcare,500+,Referral,Enterprise,999,2023-05-29,2023-06-01,No,
